Region,Expected Reports,Received Reports,Compliance (%),Week,Year,Source link,Source title,datetime_loaded
ICT,36,29,80,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
Balochistan,1307,900,70,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
GB,407,385,96,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
Sindh,2094,1974,94,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
National,6568,5409,82,48,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-48-2024.pdf,IDSR Week 48 Bulletin (2024),2026-08-08T00:43:51Z
KP,2319,1740,75,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
AJK,405,381,94,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
ICT,36,29,80,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
Balochistan,1307,900,70,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
GB,407,385,94,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
Sindh,2094,1974,94,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
National,6568,5409,82,47,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-47-2024.pdf,IDSR Week 47 Bulletin (2024),2026-08-08T00:43:53Z
KP,2319,1740,75,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
AJK,405,381,94,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
ICT,36,29,80,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
Balochistan,1307,900,70,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
GB,407,385,94,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
Sindh,2094,1974,94,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
National,6568,5409,82,46,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-46-2024.pdf,IDSR Week 46 Bulletin (2024),2026-08-08T00:43:56Z
KP,2319,1749,75,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
AJK,405,378,93,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
ICT,36,29,81,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
Balochistan,1308,835,70,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
GB,407,385,95,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
Sindh,2094,1974,94,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
National,6569,5350,81,45,2024,https://www.nih.org.pk/wp-content/uploads/2024/12/Weekly_Report-45-2024.pdf,IDSR Week 45 Bulletin (2024),2026-08-08T00:43:58Z
KP,2319,1749,75,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
AJK,405,378,93,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
ICT,36,29,81,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
Balochistan,1308,835,70,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
GB,407,385,95,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
Sindh,2094,1974,94,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
National,6569,5350,81,44,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-44-2024 .pdf,IDSR Week 44 Bulletin (2024),2026-08-08T00:44:01Z
KP,2319,1737,75,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
AJK,405,382,94,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
ICT,36,29,80,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
Balochistan,1308,828,70,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
GB,407,406,100,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
Sindh,2094,1966,94,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
National,6569,5348,81,43,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-43-2024.pdf,IDSR Week 43 Bulletin (2024),2026-08-08T00:44:03Z
KP,2330,1690,73,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
AJK,382,364,96,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
ICT,36,28,77,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
Balochistan,1291,879,70,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
GB,374,374,100,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
Sindh,2086,1972,95,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
National,6499,5304,82,42,2024,https://www.nih.org.pk/wp-content/uploads/2024/11/Weekly_Report-42-2024.pdf,IDSR Week 42 Bulletin (2024),2026-08-08T00:44:06Z
KP,2330,1606,70,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
AJK,382,378,99,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
ICT,36,29,80,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
Balochistan,1308,1003,77,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
GB,374,373,100,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
Sindh,2086,1986,95,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
National,6516,5375,83,41,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-41-2024.pdf,IDSR Week 41 Bulletin (2024),2026-08-08T00:44:08Z
KP,2330,1644,70,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
AJK,382,355,92,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
ICT,36,28,77,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
Balochistan,1291,879,70,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
GB,374,374,98,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
Sindh,2086,1963,94,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
National,6499,5243,80,40,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-40-2024.pdf,IDSR Week 40 Bulletin (2024),2026-08-08T00:44:11Z
KP,2330,1691,72,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
AJK,382,377,99,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
ICT,36,28,77,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
Balochistan,1291,896,70,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
GB,374,368,98,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
Sindh,2086,1974,95,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
National,6499,5328,82,39,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-39-2024.pdf,IDSR Week 39 Bulletin (2024),2026-08-08T00:44:14Z
KP,2330,1649,70,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
AJK,382,373,98,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
ICT,36,28,77,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
Balochistan,1291,896,70,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
GB,374,367,98,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
Sindh,2086,1971,95,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
National,6499,5364,83,38,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-38-2024.pdf,IDSR Week 38 Bulletin (2024),2026-08-08T00:44:16Z
KP,2330,1690,73,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
AJK,382,364,96,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
ICT,36,28,77,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
Balochistan,1291,879,70,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
GB,374,374,100,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
Sindh,2086,1972,95,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
National,6499,5304,82,37,2024,https://www.nih.org.pk/wp-content/uploads/2024/10/Weekly_Report-37-2024.pdf,IDSR Week 37 Bulletin (2024),2026-08-08T00:44:21Z
KP,2330,1660,71,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
AJK,382,379,99,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
ICT,36,28,77,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
Balochistan,1291,782,70,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
GB,374,374,100,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
Sindh,2086,2009,96,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
National,6499,5232,83,36,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-36-2024.pdf,IDSR Week 36 Bulletin (2024),2026-08-08T00:44:26Z
KP,2348,1726,73,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
AJK,382,376,98,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
ICT,36,27,75,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
Balochistan,1291,936,73,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
GB,374,373,100,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
Sindh,2086,1991,95,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
National,6517,5429,83,35,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-35-2024.pdf,IDSR Week 35 Bulletin (2024),2026-08-08T00:44:30Z
KP,2348,1710,73,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
AJK,381,375,98,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
ICT,35,29,83,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
Balochistan,1206,878,73,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
GB,374,368,98,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
Sindh,2085,1980,95,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
National,6429,5340,83,34,2024,https://www.nih.org.pk/wp-content/uploads/2024/09/Weekly_Report-34-2024.pdf,IDSR Week 34 Bulletin (2024),2026-08-08T00:44:35Z
KP,2348,1696,72,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
AJK,382,378,99,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
ICT,35,29,83,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
Balochistan,1206,881,73,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
GB,374,374,100,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
Sindh,2085,2001,96,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
National,6430,5359,83,33,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly_Report-33-2024.pdf,IDSR Week 33 Bulletin (2024),2026-08-08T00:44:37Z
KP,2348,1656,71,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
AJK,381,374,98,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
ICT,35,26,74,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
Balochistan,1206,792,66,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
GB,374,374,100,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
Sindh,2085,1959,94,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
National,6429,5181,81,32,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-32-2024.pdf,IDSR Week 32 Bulletin (2024),2026-08-08T00:44:40Z
KP,2348,1707,73,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
AJK,383,380,99,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
ICT,36,29,81,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
Balochistan,1206,860,71,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
GB,374,374,100,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
Sindh,2085,1975,95,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
National,6432,5325,83,31,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-31-2024.pdf,IDSR Week 31 Bulletin (2024),2026-08-08T00:44:43Z
KP,2350,1740,74,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
AJK,382,379,99,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
ICT,35,29,83,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
Balochistan,1206,850,70,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
GB,374,372,99,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
Sindh,2085,1956,94,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
National,6432,5326,83,30,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-30-2024.pdf,IDSR Week 30 Bulletin (2024),2026-08-08T00:44:46Z
KP,2350,1704,73,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
AJK,382,378,99,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
ICT,35,28,80,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
Balochistan,1290,980,76,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
GB,374,373,100,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
Sindh,2085,1955,94,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
National,6516,5418,83,29,2024,https://www.nih.org.pk/wp-content/uploads/2024/08/Weekly Report-29-2024.pdf,IDSR Week 29 Bulletin (2024),2026-08-08T00:44:49Z
KP,2350,1574,67,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
AJK,382,372,97,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
ICT,35,26,74,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
Balochistan,1206,1015,84,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
GB,374,371,99,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
Sindh,2084,1911,92,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
National,6431,5269,82,28,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-28-2024.pdf,IDSR Week 28 Bulletin (2024),2026-08-08T00:44:52Z
KP,2350,1700,72,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
AJK,382,360,94,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
ICT,35,27,77,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
Balochistan,1206,1014,84,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
GB,374,371,99,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
Sindh,2085,1991,95,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
National,6432,5463,85,27,2024,https://www.nih.org.pk/wp-content/uploads/2024/07/Weekly Report-27-2024.pdf,IDSR Week 27 Bulletin (2024),2026-08-08T00:44:55Z
